PDAC_COM5_00280

220
Contact Size, 0.190000_mm^2
Starting Voltage,0.000000_Volts
Ending Voltage,10.000000_Volts

Contact Number, 26.000000
Contact X position (mm), -20.000000
Contact Y position (mm), 0.000000

Current_A,Voltage_V, Temp_C
-4.371424E-9,0.000000E+0,2.500000E+1
-4.127269E-6,-1.010000E-1,2.500000E+1
-8.252544E-6,-2.020000E-1,2.500000E+1
-1.237698E-5,-3.030000E-1,2.500000E+1
-1.655949E-5,-4.040000E-1,2.500000E+1
-2.075543E-5,-5.050000E-1,2.500000E+1
-2.500298E-5,-6.060000E-1,2.500000E+1
-2.928081E-5,-7.070000E-1,2.500000E+1
-3.360202E-5,-8.080000E-1,2.500000E+1
-3.799924E-5,-9.090000E-1,2.500000E+1
-4.235647E-5,-1.010000E+0,2.500000E+1
-4.710383E-5,-1.111000E+0,2.500000E+1
-5.152683E-5,-1.212000E+0,2.500000E+1
-5.610632E-5,-1.313000E+0,2.500000E+1
-6.060073E-5,-1.414000E+0,2.500000E+1
-6.489690E-5,-1.515000E+0,2.500000E+1
-6.945667E-5,-1.616000E+0,2.500000E+1
-7.415008E-5,-1.717000E+0,2.500000E+1
-7.879246E-5,-1.818000E+0,2.500000E+1
-8.347350E-5,-1.919000E+0,2.500000E+1
-8.820072E-5,-2.020000E+0,2.500000E+1
-9.307208E-5,-2.121000E+0,2.500000E+1
-9.788502E-5,-2.222000E+0,2.500000E+1
-1.026659E-4,-2.323000E+0,2.500000E+1
-1.072493E-4,-2.424000E+0,2.500000E+1
-1.121619E-4,-2.525500E+0,2.500000E+1
-1.168114E-4,-2.626500E+0,2.500000E+1
-1.219162E-4,-2.727500E+0,2.500000E+1
-1.268822E-4,-2.828500E+0,2.500000E+1
-1.318797E-4,-2.929500E+0,2.500000E+1
-1.367040E-4,-3.030500E+0,2.500000E+1
-1.415627E-4,-3.131500E+0,2.500000E+1
-1.468012E-4,-3.232500E+0,2.500000E+1
-1.517653E-4,-3.333500E+0,2.500000E+1
-1.568147E-4,-3.434500E+0,2.500000E+1
-1.621109E-4,-3.535500E+0,2.500000E+1
-1.679308E-4,-3.636500E+0,2.500000E+1
-1.728377E-4,-3.737500E+0,2.500000E+1
-1.777612E-4,-3.838500E+0,2.500000E+1
-1.828996E-4,-3.939500E+0,2.500000E+1
-1.879981E-4,-4.040500E+0,2.500000E+1
-1.933582E-4,-4.141500E+0,2.500000E+1
-1.988915E-4,-4.242500E+0,2.500000E+1
-2.038916E-4,-4.343500E+0,2.500000E+1
-2.090332E-4,-4.444500E+0,2.500000E+1
-2.144657E-4,-4.545500E+0,2.500000E+1
-2.202846E-4,-4.646500E+0,2.500000E+1
-2.258398E-4,-4.747500E+0,2.500000E+1
-2.313900E-4,-4.848500E+0,2.500000E+1
-2.369614E-4,-4.949500E+0,2.500000E+1
-2.427303E-4,-5.050500E+0,2.500000E+1
-2.482384E-4,-5.151500E+0,2.500000E+1
-2.538752E-4,-5.252500E+0,2.500000E+1
-2.592657E-4,-5.353500E+0,2.500000E+1
-2.657181E-4,-5.454500E+0,2.500000E+1
-2.714402E-4,-5.555500E+0,2.500000E+1
-2.780960E-4,-5.656500E+0,2.500000E+1
-2.837101E-4,-5.757500E+0,2.500000E+1
-2.887010E-4,-5.858500E+0,2.500000E+1
-2.950043E-4,-5.959500E+0,2.500000E+1
-3.005615E-4,-6.060500E+0,2.500000E+1
-3.070928E-4,-6.161500E+0,2.500000E+1
-3.130313E-4,-6.262500E+0,2.500000E+1
-3.186634E-4,-6.363500E+0,2.500000E+1
-3.245935E-4,-6.464500E+0,2.500000E+1
-3.308884E-4,-6.565500E+0,2.500000E+1
-3.369889E-4,-6.666500E+0,2.500000E+1
-3.435191E-4,-6.767500E+0,2.500000E+1
-3.520899E-4,-6.868500E+0,2.500000E+1
-3.576853E-4,-6.969500E+0,2.500000E+1
-3.646802E-4,-7.070500E+0,2.500000E+1
-3.708470E-4,-7.171500E+0,2.500000E+1
-3.769648E-4,-7.272500E+0,2.500000E+1
-3.828568E-4,-7.373500E+0,2.500000E+1
-3.886916E-4,-7.475000E+0,2.500000E+1
-3.949117E-4,-7.576000E+0,2.500000E+1
-4.004443E-4,-7.677000E+0,2.500000E+1
-4.056315E-4,-7.778000E+0,2.500000E+1
-4.136716E-4,-7.879000E+0,2.500000E+1
-4.177410E-4,-7.980000E+0,2.500000E+1
-4.209883E-4,-8.081000E+0,2.500000E+1
-4.364615E-4,-8.182000E+0,2.500000E+1
-4.430583E-4,-8.283000E+0,2.500000E+1
-4.497536E-4,-8.384000E+0,2.500000E+1
-4.596321E-4,-8.485000E+0,2.500000E+1
-4.678382E-4,-8.586000E+0,2.500000E+1
-4.727492E-4,-8.687000E+0,2.500000E+1
-4.789757E-4,-8.788000E+0,2.500000E+1
-4.844620E-4,-8.889000E+0,2.500000E+1
-4.857854E-4,-8.990000E+0,2.500000E+1
-1.678770E-5,-9.091000E+0,2.500000E+1
-1.689096E-5,-9.192000E+0,2.500000E+1
-1.681662E-5,-9.293000E+0,2.500000E+1
-1.820661E-5,-9.394000E+0,2.500000E+1
-1.842305E-5,-9.495000E+0,2.500000E+1
-1.957593E-5,-9.596000E+0,2.500000E+1
-1.817825E-5,-9.697000E+0,2.500000E+1
-2.075357E-5,-9.798000E+0,2.500000E+1
-2.057352E-5,-9.899000E+0,2.500000E+1
-2.028016E-5,-1.000000E+1,2.500000E+1
